Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
LP004703,Male,Yes,3+,Graduate,No,8333,0,246,360,1,Rural,N
LP004704,Male,Yes,0,Graduate,No,1958,2436,131,,1,Urban,Y
LP004705,Male,Yes,2,Graduate,No,3547,0,80,360,0,Urban,N
LP004706,Female,No,2,Graduate,No,18333,0,500,360,1,Urban,Y
LP004707,Male,Yes,2,Not Graduate,No,4583,2083,160,360,0,Semiurban,N
LP004708,Male,Yes,2,Graduate,No,2435,0,75,360,0,Rural,N
LP004709,Male,Yes,1,Graduate,No,2699,2785,96,360,,Semiurban,N
LP004710,Female,No,2,Graduate,No,5333,1131,186,360,1,Semiurban,Y
LP004711,Female,No,0,Graduate,Yes,3691,0,110,360,1,Semiurban,Y
LP004712,Male,Yes,3+,Graduate,No,17263,0,225,360,1,Urban,Y
LP004713,Male,No,0,Graduate,No,3597,2157,119,360,1,Urban,N
LP004714,Female,No,0,Graduate,No,3326,913,105,360,1,Semiurban,Y
LP004715,Male,No,2,Graduate,No,2600,1700,107,360,,Urban,N
LP004716,Female,No,1,Not Graduate,No,4625,2857,111,360,1,Urban,N
LP004717,Male,No,2,Graduate,No,2895,0,95,360,1,Rural,N
LP004718,Female,Yes,1,Graduate,No,6283,4416,209,360,1,Semiurban,Y
LP004719,Male,No,2,Not Graduate,Yes,645,3683,113,360,1,Rural,N
LP004720,Male,Yes,0,Graduate,No,3159,0,100,360,1,Urban,Y
LP004721,Male,Yes,0,Graduate,No,4865,5624,208,,0,Urban,N
LP004722,Male,No,1,Graduate,No,4050,5302,138,360,1,Semiurban,Y
LP004723,Female,Yes,0,Not Graduate,No,3814,1483,124,360,1,Urban,Y
LP004724,Male,Yes,0,Graduate,No,3510,4416,243,360,1,Semiurban,Y
LP004725,Male,Yes,0,Not Graduate,Yes,20833,6667,480,360,1,Urban,N
LP004726,Male,Yes,1,Graduate,No,3583,0,96,360,1,Urban,Y
LP004727,Female,No,0,Graduate,No,2479,3013,188,360,,Urban,Y
LP004728,Male,No,0,Not Graduate,Yes,13262,0,40,360,1,Semiurban,Y
LP004729,Male,Yes,1,Graduate,No,3598,1287,100,,1,Urban,Y
LP004730,Male,Yes,0,Not Graduate,No,6065,2004,250,,1,Urban,Y
LP004731,Male,Yes,0,Graduate,Yes,3283,2035,148,360,1,Urban,Y
LP004732,Female,Yes,0,Graduate,No,2130,6666,70,360,1,Urban,Y
LP004733,Male,No,2,Graduate,No,5815,3666,311,360,0,Urban,N
LP004734,Male,Yes,1,Graduate,Yes,3466,3428,150,360,1,Semiurban,Y
LP004735,Male,Yes,0,Graduate,No,2031,1632,113,360,1,Semiurban,Y
LP004736,Female,Yes,2,Not Graduate,Yes,3074,1800,123,360,1,Semiurban,Y
LP004737,Female,Yes,0,Graduate,No,4683,1915,185,360,1,Semiurban,N
LP004738,Male,No,0,Graduate,Yes,3400,0,95,360,1,Urban,N
LP004739,Male,Yes,0,Graduate,No,2192,1742,45,360,0,Urban,N
LP004740,Female,Yes,1,Graduate,No,2500,0,55,360,1,Semiurban,Y
LP004741,Male,No,0,Graduate,No,5849,0,,360,1,Semiurban,Y
LP004742,Female,No,1,Graduate,No,4583,1508,128,360,1,Rural,N
LP004743,Male,No,2,Not Graduate,No,3000,0,66,360,1,Urban,Y
LP004744,Female,No,0,Graduate,No,2583,2358,120,360,1,Urban,Y
LP004745,Male,Yes,0,Graduate,No,6000,0,141,360,1,Urban,Y
LP004746,Male,No,3+,Graduate,No,5417,4196,267,360,1,Urban,Y
LP004747,Male,,2,Graduate,No,2333,1516,95,180,0,Rural,N
LP004748,Male,No,,Graduate,No,3036,2504,158,360,0,Rural,N
LP004749,Female,Yes,0,Not Graduate,No,4006,1526,168,360,0,Semiurban,N
LP004750,Male,No,0,Graduate,No,12841,10968,349,360,1,Semiurban,N
LP004751,Male,Yes,2,Not Graduate,No,3200,700,70,180,0,Urban,N
LP004752,Male,No,0,Graduate,,2500,1840,109,360,1,Urban,Y
LP004753,Female,Yes,3+,Graduate,No,3073,8106,200,60,1,Urban,Y
LP004754,Male,No,2,Graduate,No,1853,2840,114,360,0,Semiurban,N
LP004755,Male,No,0,Not Graduate,No,1299,1086,17,360,1,Urban,Y
LP004756,Male,Yes,2,Graduate,No,4950,0,125,360,1,Semiurban,Y
LP004757,Male,Yes,0,Not Graduate,No,3596,0,100,300,1,Semiurban,Y
LP004758,Female,Yes,1,Graduate,No,3510,0,76,,0,Semiurban,N
LP004759,Male,Yes,1,Graduate,No,4887,0,133,360,1,Semiurban,Y
LP004760,Male,Yes,0,Graduate,No,2600,3500,115,480,1,Urban,N
LP004761,Male,No,0,Graduate,No,7660,0,104,360,1,Urban,N
LP004762,Female,Yes,3+,Graduate,No,5955,5625,315,360,1,Urban,N
LP004763,Female,Yes,2,Graduate,No,2600,1911,116,300,0,Semiurban,N
LP004764,Male,Yes,1,Not Graduate,,3365,1917,112,360,,Semiurban,Y
LP004765,Male,Yes,0,Graduate,No,3717,2925,151,360,1,Semiurban,Y
LP004766,Female,No,0,Not Graduate,No,9560,0,191,360,1,Semiurban,Y
LP004767,Male,Yes,0,Graduate,No,2799,2253,122,360,1,Urban,N
LP004768,Female,Yes,2,Graduate,,4226,1040,110,360,,Semiurban,N
LP004769,Male,Yes,0,Not Graduate,No,1442,0,35,240,1,Urban,Y
LP004770,Female,No,3+,Graduate,Yes,3750,2083,120,360,1,Semiurban,Y
LP004771,Male,Yes,1,Graduate,,4166,3369,201,360,,Semiurban,Y
LP004772,Male,Yes,0,Graduate,No,3167,0,74,360,1,Semiurban,Y
LP004773,Male,Yes,1,Graduate,No,4692,0,106,360,1,Urban,Y
LP004774,Male,Yes,1,Graduate,No,3500,1667,114,360,1,Semiurban,Y
LP004775,Female,No,0,Graduate,No,12500,3000,320,360,1,Semiurban,Y
LP004776,Male,No,0,Graduate,No,2275,2067,,180,1,Semiurban,Y
LP004777,Male,No,0,Graduate,No,1828,1330,100,360,1,Urban,Y
LP004778,Male,Yes,0,Graduate,No,3667,1459,144,360,1,Semiurban,Y
LP004779,Female,Yes,0,Graduate,No,4166,7210,184,120,1,Semiurban,Y
LP004780,Male,Yes,0,Graduate,No,3748,1668,110,360,,Urban,N
LP004781,Male,Yes,2,Not Graduate,No,3600,0,80,360,1,Semiurban,Y
LP004782,Male,Yes,1,Graduate,No,1800,1213,47,360,1,Semiurban,Y
LP004783,Male,Yes,1,Graduate,No,2400,0,75,180,1,Semiurban,Y
LP004784,Female,Yes,0,Graduate,No,3941,2336,134,360,1,Semiurban,Y
LP004785,Male,No,0,Graduate,Yes,4695,0,96,180,1,Urban,Y
LP004786,Male,No,1,Graduate,No,3410,0,88,360,1,Semiurban,Y
LP004787,Male,Yes,0,Graduate,Yes,5649,0,44,360,1,Urban,Y
LP004788,Female,Yes,3+,Graduate,No,5821,0,144,360,1,Semiurban,Y
LP004789,Female,Yes,0,Graduate,No,2645,3440,120,360,1,Urban,Y
LP004790,Male,Yes,0,Graduate,Yes,4000,2275,144,360,1,Urban,Y
LP004791,Male,Yes,2,Graduate,No,1928,1644,100,360,1,Urban,Y
LP004792,Female,No,1,Graduate,No,3086,0,120,360,1,Rural,N
LP004793,Male,Yes,0,Graduate,No,4230,0,112,360,0,Urban,N
LP004794,Female,Yes,0,Graduate,Yes,4616,0,134,480,1,Semiurban,Y
LP004795,Male,Yes,2,Graduate,No,11500,0,286,360,1,Urban,Y
LP004796,Female,Yes,0,Not Graduate,No,2708,1167,97,360,1,Semiurban,Y
LP004797,Male,Yes,0,Graduate,No,2132,1591,96,,0,Rural,N
LP004798,Male,No,3+,Graduate,No,3366,2200,135,360,1,Semiurban,Y
LP004799,Male,Yes,0,Graduate,Yes,8080,2250,180,360,1,Semiurban,Y
LP004800,Male,Yes,0,Graduate,No,3357,2859,144,180,1,Rural,Y
LP004801,Female,No,1,Graduate,No,2500,3796,120,360,1,Semiurban,Y
LP004802,Male,No,,Graduate,No,3029,0,99,360,,Urban,Y
LP004803,Male,Yes,2,Graduate,No,2609,3449,165,360,1,Rural,N
LP004804,Male,No,2,Graduate,No,4945,0,,360,1,Urban,Y
LP004805,Female,No,3+,Graduate,No,4166,0,116,360,1,Rural,Y
LP004806,Male,Yes,2,Graduate,No,5726,4595,258,360,1,Semiurban,Y
LP004807,Male,Yes,0,Graduate,No,3200,2254,126,360,0,Semiurban,Y
LP004808,Male,Yes,0,Graduate,Yes,10750,0,312,360,1,Semiurban,Y
LP004809,Male,Yes,1,Graduate,No,7100,0,125,360,1,Rural,Y
LP004810,Female,Yes,0,Not Graduate,No,4300,0,136,360,,Rural,Y
LP004811,Male,No,2,Graduate,No,3208,3066,172,360,1,Rural,Y
LP004812,Male,No,0,Graduate,No,1875,1875,97,360,1,Rural,Y
LP004813,Male,No,0,Graduate,No,3500,0,81,180,0,Urban,N
LP004814,Female,Yes,1,Graduate,No,4755,0,95,360,,Rural,N
LP004815,Female,Yes,1,Graduate,,5266,1774,187,480,,Urban,Y
LP004816,Male,Yes,1,Graduate,No,3750,0,113,360,1,Urban,Y
LP004817,Male,Yes,0,Not Graduate,No,3750,4750,176,360,1,Semiurban,Y
LP004818,Female,Yes,0,Graduate,No,1000,3022,110,120,1,Semiurban,Y
LP004819,Male,No,0,Graduate,No,3167,4000,180,360,1,Semiurban,Y
LP004820,Female,Yes,2,Graduate,No,3333,2166,130,360,1,Semiurban,N
LP004821,Male,No,0,Graduate,No,3846,0,111,360,1,Rural,N
LP004822,Female,No,2,Graduate,No,2395,0,,360,1,Urban,Y
LP004823,Male,Yes,3+,Graduate,No,1378,1881,167,360,0,Semiurban,N
LP004824,Male,Yes,0,Graduate,No,6000,2250,265,360,1,Rural,N
LP004825,Male,Yes,0,Graduate,No,3988,0,50,360,1,Rural,N
LP004826,Male,No,0,Graduate,No,2366,2531,136,360,1,Urban,Y
LP004827,Female,Yes,2,Not Graduate,,3333,2000,99,180,1,Semiurban,Y
LP004828,Male,Yes,,Graduate,No,2500,2118,104,360,1,Semiurban,Y
LP004829,Male,Yes,0,Not Graduate,No,8566,0,210,180,1,Urban,Y
LP004830,Male,No,2,Graduate,No,5695,4167,175,360,1,Semiurban,Y
LP004831,Female,No,3+,Not Graduate,Yes,2958,2900,131,360,1,Urban,Y
LP004832,Male,Yes,0,Graduate,No,6250,5654,188,360,1,Urban,Y
LP004833,Male,No,3+,Graduate,No,3273,1820,81,360,1,Rural,N
LP004834,Male,Yes,0,Graduate,No,4133,0,122,360,1,Semiurban,Y
LP004835,Male,Yes,1,Graduate,No,3620,0,25,360,0,Rural,N
LP004836,Female,No,0,Not Graduate,No,6782,0,,360,1,Rural,Y
LP004837,Male,Yes,1,Graduate,No,2484,2302,137,360,1,Urban,N
LP004838,Male,Yes,2,Graduate,No,1977,997,50,360,1,Rural,N
LP004839,Male,Yes,0,Graduate,No,4188,0,115,360,1,Urban,Y
LP004840,Female,No,0,Graduate,No,1759,3541,131,180,0,Semiurban,Y
LP004841,Female,No,3+,Graduate,No,4288,3263,133,360,,Rural,Y
LP004842,Male,Yes,1,Graduate,Yes,4843,3806,151,360,1,Urban,Y
LP004843,Male,Yes,2,Graduate,Yes,13650,0,,360,1,Rural,Y
LP004844,Female,No,0,Graduate,No,4652,3583,,360,1,Semiurban,Y
LP004845,Male,No,0,Graduate,Yes,3816,754,160,360,1,Semiurban,Y
LP004846,Female,No,2,Graduate,No,3052,1030,100,360,1,Urban,N
LP004847,Male,No,0,Not Graduate,No,11417,1126,225,360,0,Semiurban,N
LP004848,Female,Yes,0,Graduate,No,7333,0,120,360,1,Rural,Y
LP004849,Male,No,0,Not Graduate,No,3800,3600,216,180,1,Urban,Y
LP004850,Male,Yes,0,Graduate,No,2071,754,94,,1,Rural,Y
LP004851,Male,Yes,0,Graduate,No,5316,0,136,360,1,Rural,N
LP004852,Male,Yes,0,Graduate,No,2929,2333,139,360,1,Rural,Y
LP004853,Female,No,0,Graduate,No,3572,4114,152,480,0,Semiurban,N
LP004854,Male,No,1,Not Graduate,No,7451,0,,360,1,Semiurban,Y
LP004855,Male,Yes,0,Graduate,No,5050,0,118,360,1,Rural,Y
LP004856,Male,Yes,0,Graduate,Yes,14583,0,185,300,1,Urban,Y
LP004857,Female,Yes,1,Not Graduate,No,3167,2283,154,180,1,Rural,N
LP004858,Male,No,2,Graduate,No,2214,1398,85,360,1,Semiurban,Y
LP004859,Male,No,0,Not Graduate,No,5568,2142,175,360,1,Semiurban,N
LP004860,Male,No,0,Not Graduate,No,10408,0,259,360,1,Rural,Y
LP004861,Male,Yes,1,Not Graduate,No,5667,2667,180,360,1,Rural,Y
LP004862,Female,Yes,0,Not Graduate,No,4166,0,44,360,0,Semiurban,N
LP004863,Male,Yes,0,Graduate,No,2137,8980,137,360,1,Semiurban,Y
LP004864,Male,Yes,0,Not Graduate,No,2957,0,81,480,0,Urban,N
LP004865,Male,Yes,0,Graduate,No,4300,2014,194,360,0,Urban,N
LP004866,Female,Yes,,Graduate,No,3692,0,93,360,,Rural,N
LP004867,Female,Yes,0,Graduate,No,23803,0,370,180,1,Semiurban,Y
LP004868,Male,No,0,Graduate,No,3865,1640,,360,1,Semiurban,N
LP004869,Male,Yes,0,Graduate,Yes,10513,3850,160,360,1,Semiurban,Y
LP004870,Female,Yes,0,Not Graduate,Yes,6080,2569,182,360,1,Semiurban,Y
LP004871,Male,Yes,0,Graduate,No,20166,0,650,300,0,Rural,N
LP004872,Female,Yes,0,Not Graduate,No,2014,1929,74,360,,Rural,Y
LP004873,Male,Yes,3+,Graduate,No,2718,0,70,360,1,Rural,Y
LP004874,Female,Yes,1,Graduate,No,3459,0,25,180,1,Rural,Y
LP004875,Male,No,0,Graduate,,4895,0,102,360,1,Rural,Y
LP004876,Male,Yes,1,Graduate,No,4000,7750,290,360,1,Semiurban,N
LP004877,Male,Yes,2,Graduate,No,4583,0,84,360,1,Urban,N
LP004878,Male,No,0,Graduate,No,3316,3500,88,360,1,Semiurban,Y
LP004879,Female,Yes,2,Graduate,No,14999,0,242,360,1,Rural,Y
LP004880,Male,No,1,Graduate,No,4200,1430,129,360,1,Semiurban,N
LP004881,Male,Yes,2,Graduate,No,5042,2083,185,360,1,Rural,Y
LP004882,Male,Yes,2,Graduate,No,5417,0,168,,1,Urban,Y
LP004883,Female,Yes,0,Not Graduate,Yes,6950,0,175,360,,Semiurban,Y
LP004884,Male,Yes,0,Graduate,No,2698,2034,122,360,1,Urban,N
LP004885,Male,Yes,0,Graduate,No,11757,0,187,360,1,Semiurban,Y
LP004886,Male,Yes,2,Graduate,Yes,2330,4486,100,360,0,Semiurban,Y
LP004887,Male,Yes,0,Graduate,No,14866,0,70,180,1,Urban,N
LP004888,Female,Yes,0,Graduate,,1538,1425,30,360,1,Urban,Y
LP004889,Male,No,2,Not Graduate,No,10000,1666,225,360,1,Semiurban,Y
LP004890,Male,Yes,0,Graduate,No,4860,830,125,360,1,Semiurban,Y
LP004891,Male,No,0,Graduate,No,6277,0,118,360,1,Urban,Y
LP004892,Female,Yes,3+,Graduate,No,2577,3750,152,360,1,Rural,Y
LP004893,Female,No,0,Graduate,,9166,0,244,360,1,Urban,Y
LP004894,Male,Yes,1,Graduate,Yes,2281,0,113,360,1,Semiurban,N
LP004895,Male,Yes,0,Graduate,No,3254,0,50,360,1,Semiurban,N
LP004896,Female,Yes,0,Graduate,No,39999,0,600,360,0,Semiurban,N
LP004897,Male,Yes,3+,Graduate,Yes,6000,0,160,360,1,Urban,Y
LP004898,Female,Yes,0,Not Graduate,No,9538,0,187,360,1,Rural,Y
LP004899,Male,No,2,Graduate,Yes,2980,2083,120,360,1,Urban,Y
LP004900,Female,No,0,Graduate,Yes,4583,5625,255,360,1,Semiurban,Y
LP004901,Male,Yes,1,Not Graduate,No,1863,1041,98,360,1,Rural,N
LP004902,Male,Yes,1,Graduate,Yes,7933,0,275,360,1,Semiurban,Y
LP004903,Male,Yes,3+,Graduate,No,3089,1280,121,360,0,Semiurban,N
LP004904,Male,No,0,Not Graduate,No,4167,1447,158,360,,Semiurban,Y
LP004905,Female,Yes,2,Graduate,No,9323,0,75,360,0,Urban,N
LP004906,Male,Yes,2,Graduate,No,3707,3166,182,360,1,Semiurban,Y
LP004907,Male,No,2,Graduate,Yes,4583,0,112,360,1,Semiurban,Y
LP004908,Male,Yes,2,Graduate,No,2439,3333,129,,1,Semiurban,Y
LP004909,Female,No,1,Graduate,Yes,2237,0,63,360,1,Semiurban,Y
LP004910,Male,Yes,2,Not Graduate,No,8000,0,200,360,1,Rural,N
LP004911,Male,Yes,0,Graduate,No,1820,1769,95,360,1,Urban,N
LP004912,Male,No,3+,Graduate,Yes,51763,0,700,360,1,Semiurban,Y
LP004913,Male,Yes,0,Not Graduate,No,3522,0,81,480,1,Semiurban,Y
LP004914,Female,Yes,0,Graduate,No,5708,5625,187,360,1,Rural,Y
LP004915,Male,No,2,Graduate,No,4344,736,87,360,1,Semiurban,Y
LP004916,Male,Yes,1,Graduate,No,3497,1964,116,180,1,Rural,Y
LP004917,Male,Yes,2,Graduate,No,2045,1619,101,,1,Rural,Y
LP004918,Female,Yes,1,Graduate,,5516,11300,495,360,1,Semiurban,Y
LP004919,Female,Yes,2,Graduate,No,3750,0,116,360,1,Semiurban,Y
LP004920,Male,Yes,0,Graduate,No,2333,1451,102,360,1,Rural,Y
LP004921,Male,No,0,Graduate,No,6400,7250,180,360,,Urban,N
LP004922,Female,Yes,1,Graduate,No,1916,5063,67,360,,Urban,Y
LP004923,Male,Yes,0,Not Graduate,No,4600,0,73,360,1,Rural,Y
LP004924,Female,Yes,0,Graduate,No,33846,0,260,360,1,Semiurban,Y
LP004925,Male,No,0,Not Graduate,No,3625,0,108,360,1,Rural,Y
LP004926,Female,No,1,Graduate,,39147,4750,120,180,1,Urban,N
LP004927,Male,Yes,0,Not Graduate,No,2178,0,66,60,1,Urban,Y
LP004928,Male,No,0,Graduate,No,2383,2138,58,360,1,Rural,Y
LP004929,Male,No,1,Not Graduate,No,674,5296,168,360,1,Semiurban,Y
LP004930,Male,No,0,Not Graduate,No,9328,0,188,180,1,Urban,N
LP004931,Female,No,0,Graduate,,4885,0,48,360,1,Urban,Y
LP004932,Male,No,0,Graduate,Yes,12000,0,164,180,1,Urban,Y
LP004933,Male,Yes,2,Graduate,No,6033,0,160,480,1,Semiurban,Y
LP004934,Male,No,1,Not Graduate,No,3858,0,76,360,1,Urban,Y
LP004935,Female,Yes,0,Not Graduate,No,4191,0,120,360,0,Semiurban,N
LP004936,Male,Yes,2,Graduate,,3125,2583,170,360,1,Urban,N
LP004937,Male,No,0,Graduate,,8333,3750,187,360,1,Rural,Y
LP004938,Male,Yes,0,Graduate,No,1907,2365,120,180,1,Semiurban,Y
LP004939,Male,Yes,0,Graduate,Yes,3416,2816,113,360,0,Urban,N
LP004940,Female,Yes,1,Graduate,No,11000,0,83,360,1,Rural,Y
LP004941,Male,Yes,0,Graduate,No,2600,2500,90,360,0,Rural,N
LP004942,Male,No,1,Graduate,No,4923,0,166,360,1,Urban,N
LP004943,Male,No,2,Graduate,No,3992,0,,360,1,Rural,N
LP004944,Female,Yes,0,Graduate,No,3500,1083,135,360,,Semiurban,N
LP004945,Female,Yes,0,Graduate,No,3917,0,124,360,,Urban,Y
LP004946,Male,Yes,3+,Not Graduate,No,4408,0,120,360,1,Semiurban,Y
LP004947,Male,Yes,2,Graduate,No,3244,0,80,36,1,Semiurban,N
LP004948,Female,No,,Graduate,No,3975,2531,55,360,1,Rural,Y
LP004949,Male,Yes,0,Graduate,No,2479,0,59,360,1,Semiurban,Y
LP004950,Female,Yes,0,Graduate,No,3418,0,127,360,1,Rural,Y
LP004951,Male,Yes,2,Not Graduate,Yes,10000,0,214,360,1,Semiurban,Y
LP004952,Female,Yes,0,Graduate,No,3430,1250,128,360,0,Urban,Y
LP004953,Male,No,3+,Graduate,No,7787,0,240,360,1,Rural,N
LP004954,Male,Yes,2,Graduate,No,5703,0,130,360,1,Urban,Y
LP004955,Male,Yes,0,Graduate,No,3173,3021,137,360,1,Urban,Y
LP004956,Male,No,2,Graduate,No,3850,983,100,360,1,Urban,Y
LP004957,Female,No,0,Not Graduate,No,150,1800,135,360,1,Rural,Y
LP004958,Male,No,1,Graduate,No,3727,1775,131,360,1,Semiurban,Y
LP004959,Male,No,1,Graduate,No,5000,0,72,360,1,Semiurban,Y
LP004960,Male,Yes,0,Graduate,No,4283,2383,127,360,1,Semiurban,Y
LP004961,Female,No,0,Graduate,Yes,2221,0,60,360,1,Semiurban,Y
LP004962,Male,,3+,Graduate,No,4009,1717,116,360,1,Urban,Y
LP004963,Male,No,2,Graduate,No,2971,2791,144,360,1,Semiurban,Y
LP004964,Male,Yes,1,Graduate,No,7578,1010,175,360,,Rural,Y
LP004965,Male,No,0,Graduate,No,6250,0,128,360,0,Urban,N
LP004966,Female,Yes,0,Not Graduate,No,3250,0,170,360,1,Semiurban,Y
LP004967,Male,No,0,Graduate,No,4735,0,138,180,1,Urban,Y
LP004968,Male,Yes,2,Graduate,No,6250,1695,210,360,1,Urban,Y
LP004969,Male,No,0,Not Graduate,Yes,4758,0,158,360,1,Rural,N
LP004970,Female,No,3+,Graduate,No,6400,0,200,360,1,Rural,Y
LP004971,Female,Yes,1,Graduate,No,2491,2054,104,300,1,Semiurban,N
LP004972,Male,Yes,0,Graduate,No,3716,0,42,360,1,Rural,Y
LP004973,Male,Yes,1,Not Graduate,No,3189,2598,120,360,1,Semiurban,Y
LP004974,Female,Yes,1,Graduate,No,8333,0,280,360,1,Rural,Y
LP004975,Male,Yes,0,Not Graduate,Yes,3155,1779,140,360,1,Rural,Y
LP004976,Female,No,0,Graduate,No,5500,1260,170,360,0,Semiurban,N
LP004977,Male,Yes,0,Graduate,No,5746,0,255,360,1,Urban,Y
LP004978,Female,Yes,0,Not Graduate,Yes,3463,0,122,480,0,Urban,N
LP004979,Male,Yes,0,Graduate,No,3812,0,112,360,1,Semiurban,Y
LP004980,Male,Yes,0,Not Graduate,No,3315,0,96,360,1,Urban,Y
LP004981,Male,No,2,Graduate,Yes,5819,5000,120,360,1,Semiurban,Y
LP004982,Male,Yes,1,Graduate,No,2510,1983,140,360,1,Urban,Y
LP004983,Female,Yes,1,Graduate,No,2965,5701,155,480,1,Rural,N
LP004984,Male,Yes,0,Graduate,Yes,6250,1300,108,360,1,Urban,N
LP004985,Male,No,0,Graduate,No,3406,4417,123,360,0,Urban,N
LP004986,Male,Yes,1,Not Graduate,Yes,6050,4333,120,360,1,Semiurban,Y
LP004987,Female,Yes,0,Graduate,No,9703,0,112,360,1,Rural,Y
LP004988,Male,Yes,3+,Graduate,Yes,6608,0,137,360,1,Urban,Y
LP004989,Male,Yes,0,Graduate,No,2882,1843,123,360,1,Rural,Y
LP004990,Male,No,0,Graduate,No,1809,1868,90,360,1,Urban,N
LP004991,Male,No,2,Graduate,No,1668,3890,201,360,1,Urban,Y
LP004992,Female,No,1,Graduate,No,3427,0,138,360,0,Semiurban,N
LP004993,Male,Yes,0,Not Graduate,No,2583,2167,104,360,1,Urban,Y
LP004994,Male,Yes,0,Graduate,No,2661,7101,279,360,1,Semiurban,N
LP004995,Male,Yes,2,Graduate,No,16250,0,192,360,1,Urban,Y
LP004996,Female,Yes,0,Graduate,No,3083,0,255,360,1,Urban,Y
LP004997,Female,Yes,0,Graduate,No,6045,0,115,360,1,Urban,Y
LP004998,Male,Yes,3+,Graduate,No,5250,0,94,360,1,Rural,N
LP004999,Male,Yes,0,Not Graduate,No,14683,2100,304,120,1,Urban,Y
LP005000,Female,No,0,Graduate,No,4931,0,128,360,1,Urban,Y
LP005001,Male,No,1,Not Graduate,No,6083,4250,330,240,,Urban,Y
LP005002,Female,Yes,,Graduate,,2060,2209,134,360,0,Urban,N
LP005003,Male,Yes,2,Graduate,No,3481,0,155,360,1,Rural,N
LP005004,Female,Yes,2,Graduate,No,7200,0,120,,1,Urban,Y
LP005005,Male,Yes,3+,Not Graduate,No,5166,0,128,360,0,Urban,N
LP005006,Male,Yes,2,Graduate,No,4095,3447,151,360,1,Urban,Y
LP005007,Male,No,0,Not Graduate,No,4708,1387,150,360,0,Semiurban,N
LP005008,Male,Yes,0,Graduate,No,4333,1811,160,360,0,Rural,N
LP005009,Female,Yes,1,Graduate,No,3418,0,135,360,,Semiurban,N
LP005010,Male,Yes,0,Graduate,No,2876,1560,90,360,1,Semiurban,Y
LP005011,Male,Yes,2,Graduate,No,3237,0,30,360,1,Semiurban,Y
LP005012,Male,Yes,0,Graduate,No,11146,0,136,360,1,Urban,Y
LP005013,Female,No,0,Graduate,No,2833,1857,126,360,1,Urban,N
LP005014,Male,Yes,1,Not Graduate,,2620,2223,150,360,1,Semiurban,Y
LP005015,Male,Yes,1,Graduate,No,3900,0,90,360,,Urban,N
LP005016,Male,No,1,Not Graduate,No,2750,1842,115,360,1,Urban,N
LP005017,Male,No,0,Graduate,No,3993,3274,207,360,1,Rural,N
LP005018,Female,Yes,0,Graduate,,3103,1300,80,360,1,Semiurban,Y
LP005019,Male,No,0,Not Graduate,No,14583,0,436,360,1,Rural,N
LP005020,Male,No,2,Graduate,Yes,4100,0,124,360,1,Urban,Y
LP005021,Male,Yes,0,Graduate,,4053,2426,158,,0,Urban,N
LP005022,Female,Yes,2,Graduate,No,3927,800,112,360,1,Semiurban,Y
LP005023,Female,Yes,3+,Graduate,No,2301,986,78,360,1,Urban,Y
LP005024,Male,Yes,0,Graduate,No,1811,1666,54,360,1,Semiurban,Y
LP005025,Male,Yes,0,Graduate,No,20667,0,,360,1,Urban,N
LP005026,Female,No,0,Graduate,No,3158,3053,89,360,1,Urban,Y
LP005027,Male,No,2,Graduate,No,2600,1717,99,360,,Urban,Y
LP005028,Female,No,,Graduate,No,3704,2000,120,360,1,Semiurban,Y
LP005029,Male,Yes,0,Graduate,No,4124,0,115,,1,Urban,Y
LP005030,Female,Yes,2,Graduate,No,9508,0,187,,1,Urban,Y
LP005031,Male,Yes,3+,Not Graduate,No,3075,2416,139,360,1,Urban,Y
LP005032,Male,Yes,0,Graduate,No,4400,0,127,360,1,Urban,Y
LP005033,Male,Yes,3+,Graduate,No,3153,1560,134,360,0,Urban,N
LP005034,Male,No,0,Graduate,No,5417,0,143,360,1,Semiurban,Y
LP005035,Female,Yes,1,Graduate,Yes,2383,3334,172,360,1,Semiurban,Y
LP005036,Male,No,0,Graduate,No,4416,1250,110,360,1,Semiurban,Y
LP005037,Male,No,1,Graduate,Yes,6875,0,200,360,1,Semiurban,N
LP005038,Male,Yes,2,Graduate,No,4666,0,135,360,1,Urban,N
LP005039,Female,Yes,0,Graduate,No,5000,2541,151,360,0,Urban,N
LP005040,Male,Yes,0,Graduate,Yes,2014,2925,113,360,1,Semiurban,Y
LP005041,Male,No,3+,Graduate,No,5849,0,,360,1,Semiurban,Y
LP005042,Male,Yes,1,Graduate,No,4583,1508,128,360,1,Rural,N
LP005043,Male,Yes,2,Graduate,No,3000,0,66,360,1,Urban,Y
LP005044,Female,Yes,0,Graduate,Yes,2583,2358,120,360,1,Urban,Y
LP005045,Male,No,0,Graduate,No,6000,0,141,360,1,Urban,Y
LP005046,Male,No,2,Not Graduate,No,5417,4196,267,360,1,Urban,Y
LP005047,Male,Yes,0,Graduate,No,2333,1516,95,180,0,Rural,N
LP005048,Female,No,0,Graduate,No,3036,2504,158,360,0,Rural,N
LP005049,Female,Yes,0,Graduate,Yes,4006,1526,168,360,0,Semiurban,N
LP005050,Male,Yes,0,Graduate,No,12841,10968,349,360,1,Semiurban,N
LP005051,Male,No,0,Graduate,No,3200,700,70,180,0,Urban,N
